640 427   
104 70 33  
104 70 33  
104 70 33  
104 70 33  
104 70 33  
104 70 33  
104 70 33  
104 70 33  
105 73 35  
105 73 35  
106 74 36  
105 75 37  
106 76 38  
106 78 39  
106 78 39  
107 79 40  
106 78 39  
106 78 39  
106 78 39  
105 80 40  
105 80 40  
105 82 41  
105 82 41  
105 82 41  
106 83 41  
106 83 41  
107 84 42  
107 84 42  
108 85 43  
109 86 44  
110 87 45  
110 87 45  
106 87 44  
105 88 44  
106 89 45  
106 89 45  
105 91 46  
105 91 46  
105 92 47  
105 92 47  
107 94 49  
107 94 49  
107 95 47  
107 95 47  
108 96 48  
108 96 46  
108 96 46  
108 96 46  
107 100 48 
107 100 48 
107 100 48 
107 100 48 
108 101 49 
108 101 49 
108 101 49 
108 101 49 
105 102 47 
105 102 47 
105 102 47 
105 102 47 
105 102 47 
106 103 48 
106 103 48 
106 103 48 
107 105 48 
107 105 48 
107 105 48 
108 106 49 
109 107 50 
109 107 50 
109 107 50 
110 108 51 
108 108 48 
108 108 48 
108 108 48 
109 109 49 
109 109 49 
109 109 49 
109 109 49 
109 109 49 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
111 112 52 
111 112 52 
111 112 52 
111 112 52 
112 113 53 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 114 53 
110 114 53 
110 115 51 
110 115 51 
110 115 49 
110 115 49 
110 115 48 
110 115 48 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
113 115 52 
113 115 52 
113 115 52 
113 115 52 
113 115 52 
113 115 52 
113 115 52 
113 115 52 
114 116 51 
114 116 51 
114 116 51 
114 116 51 
115 117 52 
115 117 52 
115 117 52 
115 117 52 
117 116 52 
118 117 53 
118 117 53 
118 117 53 
118 117 53 
119 118 54 
119 118 54 
119 118 54 
122 118 55 
122 118 55 
122 118 55 
123 117 55 
124 118 56 
126 118 56 
126 118 56 
126 118 56 
125 117 55 
125 117 55 
126 116 55 
126 116 55 
127 115 55 
127 115 55 
129 114 55 
129 114 55 
130 115 58 
130 115 58 
129 114 57 
130 113 57 
131 114 58 
133 114 58 
134 115 59 
134 115 59 
135 116 60 
135 116 60 
135 116 60 
136 115 60 
137 116 61 
138 115 61 
138 115 61 
138 115 61 
137 116 63 
138 115 63 
138 115 63 
139 116 64 
141 115 64 
141 115 64 
142 114 64 
143 115 65 
146 116 66 
146 116 66 
147 117 67 
147 117 67 
147 117 67 
147 117 67 
148 118 68 
148 118 68 
149 115 69 
149 115 69 
149 115 69 
151 114 69 
152 115 70 
153 115 70 
153 115 70 
153 115 70 
153 114 71 
154 115 72 
154 115 72 
154 115 72 
154 115 72 
155 116 73 
155 116 73 
155 116 73 
158 116 74 
158 116 74 
158 116 74 
159 117 75 
159 117 75 
160 118 76 
160 118 76 
161 119 77 
163 120 78 
163 120 78 
163 120 78 
164 121 79 
164 121 79 
164 121 79 
164 121 79 
165 122 80 
165 122 80 
166 123 81 
166 123 81 
167 124 82 
167 124 82 
168 125 83 
168 125 83 
168 125 83 
168 124 85 
168 124 85 
168 124 85 
168 124 85 
169 125 86 
169 125 86 
169 125 86 
169 125 86 
169 125 86 
169 125 86 
169 125 86 
169 125 86 
169 125 86 
169 125 86 
169 125 86 
169 125 86 
168 124 87 
168 124 87 
168 124 87 
168 124 87 
168 124 87 
167 123 86 
167 123 86 
167 123 86 
166 122 85 
166 122 85 
166 122 85 
165 121 84 
164 120 83 
164 120 83 
164 120 83 
163 119 82 
163 119 82 
163 119 82 
163 119 82 
162 118 81 
161 117 80 
161 117 80 
161 117 80 
160 116 79 
159 115 80 
159 115 80 
158 114 79 
158 114 79 
157 113 78 
156 112 77 
155 111 76 
155 111 76 
153 109 74 
153 109 74 
153 109 74 
152 108 73 
152 108 73 
151 107 72 
151 107 72 
150 106 71 
150 106 71 
149 105 70 
149 105 70 
148 104 69 
148 104 69 
147 103 68 
147 103 68 
147 103 68 
147 103 66 
145 101 64 
144 100 63 
144 100 63 
145 101 64 
145 101 64 
143 99 62  
142 98 61  
144 98 62  
144 98 62  
143 97 61  
142 98 61  
141 97 60  
140 98 60  
139 97 59  
139 97 59  
136 97 58  
136 97 58  
135 96 57  
134 95 56  
134 95 56  
133 94 55  
132 93 54  
132 93 54  
128 93 55  
128 93 55  
127 92 54  
127 92 54  
126 91 53  
126 91 53  
125 90 52  
125 90 52  
124 89 51  
124 89 51  
123 88 50  
123 88 50  
122 87 49  
122 87 49  
121 86 48  
121 86 48  
121 87 50  
121 87 50  
121 87 50  
120 86 49  
120 86 49  
120 86 49  
120 86 49  
119 85 48  
119 85 48  
119 85 48  
119 85 48  
119 85 48  
118 84 47  
118 84 47  
118 84 47  
118 84 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
136 120 71 
137 121 72 
137 123 74 
138 124 75 
138 126 76 
139 127 77 
138 128 77 
138 128 77 
138 131 79 
138 131 79 
139 132 80 
139 133 81 
140 134 82 
139 136 83 
140 137 84 
140 137 84 
141 138 87 
141 139 88 
141 139 88 
142 140 89 
141 141 89 
142 142 90 
140 143 90 
140 143 90 
141 144 91 
141 144 91 
142 145 92 
142 145 92 
143 146 93 
143 146 93 
144 147 94 
144 147 94 
146 148 98 
146 148 98 
145 149 98 
145 149 98 
145 149 98 
144 151 99 
144 151 99 
144 151 99 
145 154 99 
145 154 99 
145 154 99 
145 154 99 
145 154 99 
146 155 100
146 155 100
146 155 100
145 156 98 
145 156 98 
145 156 98 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 97 
146 157 97 
146 157 97 
146 157 97 
146 157 97 
146 157 97 
146 157 97 
146 157 97 
147 158 100
147 158 100
147 158 100
147 158 100
147 158 100
147 158 100
147 158 100
147 158 100
148 158 105
148 158 105
147 157 104
147 157 104
147 157 104
147 157 104
148 158 105
148 158 105
148 157 100
148 157 100
148 157 100
148 157 100
147 156 99 
147 156 99 
147 156 99 
147 156 99 
147 155 96 
146 154 95 
144 152 93 
141 149 89 
140 148 88 
139 148 85 
139 148 85 
139 148 85 
139 145 85 
138 144 84 
136 142 80 
135 141 79 
134 140 76 
131 137 73 
128 134 70 
125 132 65 
121 132 63 
119 130 61 
115 126 57 
112 125 55 
111 124 54 
108 124 53 
107 123 52 
106 122 51 
108 121 49 
106 122 49 
106 122 49 
106 122 49 
105 123 49 
105 123 49 
103 124 49 
103 124 49 
106 123 52 
106 123 52 
106 123 52 
107 124 53 
107 124 53 
107 124 53 
107 124 53 
107 124 53 
107 122 53 
107 122 53 
108 124 53 
108 124 53 
108 124 53 
108 124 51 
107 123 50 
107 123 50 
106 124 50 
105 123 49 
104 122 48 
103 121 47 
101 119 45 
101 119 45 
101 119 45 
101 119 45 
100 118 44 
100 118 44 
100 118 44 
101 119 45 
101 119 45 
101 119 45 
101 119 45 
101 119 45 
102 123 48 
102 123 48 
103 124 49 
104 124 52 
105 125 53 
107 127 55 
107 127 56 
108 128 57 
111 128 57 
111 128 57 
112 129 58 
112 129 58 
112 129 58 
112 129 58 
113 130 59 
113 130 59 
113 130 59 
113 130 59 
113 130 59 
113 130 59 
113 130 59 
113 130 59 
113 130 59 
113 130 59 
113 131 57 
113 131 57 
112 130 56 
112 130 56 
112 130 56 
112 130 56 
111 129 55 
111 129 55 
112 129 58 
112 129 58 
112 129 58 
112 129 58 
111 128 57 
110 127 56 
108 125 54 
108 125 54 
111 122 53 
111 122 53 
110 121 52 
110 120 51 
109 119 50 
110 117 49 
109 116 48 
109 116 48 
111 113 47 
111 113 47 
112 113 47 
111 111 47 
112 111 47 
111 110 46 
111 109 48 
113 109 48 
113 104 47 
114 103 47 
113 102 48 
113 100 47 
113 97 46  
112 94 44  
113 93 43  
112 92 42  
109 91 43  
109 88 41  
107 85 38  
106 83 39  
106 82 38  
107 79 39  
107 78 38  
105 76 36  
107 75 37  
107 75 37  
107 73 36  
106 72 35  
106 70 34  
106 70 34  
106 70 34  
108 70 34  
105 71 34  
105 71 34  
105 71 34  
105 71 34  
105 71 34  
105 71 34  
105 71 34  
105 71 34  
105 71 34  
105 71 34  
105 71 34  
105 71 34  
105 71 34  
105 71 34  
105 71 34  
105 71 34  
105 73 35  
105 73 35  
105 73 35  
105 73 35  
105 73 35  
105 73 35  
105 73 35  
105 73 35  
103 71 33  
103 71 33  
103 71 33  
103 71 33  
103 71 33  
103 71 33  
103 71 33  
103 71 33  
104 72 34  
105 73 35  
103 73 35  
104 74 36  
104 76 37  
105 77 38  
106 78 39  
104 79 39  
106 78 39  
106 78 39  
106 78 39  
105 80 40  
105 80 40  
105 82 41  
105 82 41  
105 82 41  
106 83 41  
106 83 41  
107 84 42  
107 84 42  
108 85 43  
109 86 44  
110 87 45  
110 87 45  
106 87 44  
106 89 45  
106 89 45  
106 89 45  
105 91 46  
106 92 47  
105 92 47  
105 92 47  
107 94 49  
107 94 49  
107 95 47  
107 95 47  
108 96 48  
108 96 46  
108 96 46  
108 96 46  
107 100 48 
107 100 48 
107 100 48 
107 100 48 
108 101 49 
108 101 49 
108 101 49 
108 101 49 
105 102 47 
105 102 47 
105 102 47 
105 102 47 
105 102 47 
106 103 48 
106 103 48 
106 103 48 
107 105 48 
107 105 48 
107 105 48 
108 106 49 
109 107 50 
109 107 50 
109 107 50 
110 108 51 
108 108 48 
108 108 48 
108 108 48 
109 109 49 
109 109 49 
109 109 49 
109 109 49 
109 109 49 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
111 112 52 
111 112 52 
111 112 52 
111 112 52 
111 112 52 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 114 53 
110 114 53 
110 115 51 
110 115 51 
110 115 49 
110 115 49 
110 115 48 
110 115 48 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
113 115 52 
113 115 52 
113 115 52 
113 115 52 
113 115 52 
113 115 52 
113 115 52 
113 115 52 
114 116 51 
114 116 51 
114 116 51 
114 116 51 
115 117 52 
115 117 52 
115 117 52 
115 117 52 
117 116 52 
117 116 52 
118 117 53 
118 117 53 
118 117 53 
118 117 53 
119 118 54 
119 118 54 
122 118 55 
122 118 55 
122 118 55 
123 117 55 
123 117 55 
126 118 56 
126 118 56 
126 118 56 
125 117 55 
125 117 55 
126 116 55 
126 116 55 
127 115 55 
127 115 55 
129 114 55 
129 114 55 
130 115 58 
130 115 58 
129 114 57 
130 113 57 
130 113 57 
133 114 58 
134 115 59 
134 115 59 
135 116 60 
135 116 60 
135 116 60 
136 115 60 
136 115 60 
138 115 61 
138 115 61 
138 115 61 
137 116 63 
138 115 63 
138 115 63 
139 116 64 
141 115 64 
141 115 64 
142 114 64 
142 114 64 
146 116 66 
146 116 66 
146 116 66 
147 117 67 
147 117 67 
147 117 67 
147 117 67 
147 117 67 
149 115 69 
149 115 69 
149 115 69 
151 114 69 
152 115 70 
153 115 70 
153 115 70 
153 115 70 
153 114 71 
153 114 71 
154 115 72 
154 115 72 
154 115 72 
154 115 72 
155 116 73 
155 116 73 
158 116 74 
158 116 74 
158 116 74 
159 117 75 
159 117 75 
160 118 76 
160 118 76 
160 118 76 
163 120 78 
163 120 78 
163 120 78 
164 121 79 
164 121 79 
164 121 79 
164 121 79 
164 121 79 
165 122 80 
166 123 81 
166 123 81 
166 123 81 
167 124 82 
168 125 83 
168 125 83 
168 125 83 
168 124 85 
168 124 85 
168 124 85 
168 124 85 
168 124 85 
169 125 86 
169 125 86 
169 125 86 
169 125 86 
169 125 86 
169 125 86 
169 125 86 
169 125 86 
169 125 86 
169 125 86 
169 125 86 
168 124 87 
168 124 87 
168 124 87 
168 124 87 
167 123 86 
167 123 86 
167 123 86 
167 123 86 
166 122 85 
166 122 85 
165 121 84 
165 121 84 
164 120 83 
164 120 83 
163 119 82 
163 119 82 
163 119 82 
163 119 82 
162 118 81 
162 118 81 
161 117 80 
161 117 80 
160 116 79 
160 116 79 
159 115 80 
159 115 80 
158 114 79 
157 113 78 
157 113 78 
156 112 77 
155 111 76 
155 111 76 
153 109 74 
153 109 74 
153 109 74 
152 108 73 
151 107 72 
151 107 72 
151 107 72 
150 106 71 
149 105 70 
149 105 70 
149 105 70 
148 104 69 
148 104 69 
147 103 68 
147 103 68 
147 103 68 
147 103 66 
145 101 64 
144 100 63 
144 100 63 
145 101 64 
145 101 64 
143 99 62  
142 98 61  
144 98 62  
143 97 61  
142 98 61  
141 97 60  
140 98 60  
139 97 59  
139 97 59  
137 98 59  
136 97 58  
135 96 57  
135 96 57  
134 95 56  
133 94 55  
133 94 55  
132 93 54  
132 93 54  
128 93 55  
127 92 54  
127 92 54  
126 91 53  
126 91 53  
125 90 52  
125 90 52  
125 90 52  
124 89 51  
124 89 51  
123 88 50  
123 88 50  
122 87 49  
122 87 49  
121 86 48  
121 86 48  
121 87 50  
121 87 50  
120 86 49  
120 86 49  
120 86 49  
120 86 49  
119 85 48  
119 85 48  
119 85 48  
119 85 48  
119 85 48  
119 85 48  
118 84 47  
118 84 47  
118 84 47  
118 84 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
138 122 73 
138 122 73 
138 124 75 
139 125 76 
139 127 77 
140 128 78 
139 129 78 
139 129 78 
139 132 80 
140 133 81 
140 133 81 
140 134 82 
141 135 83 
139 136 83 
140 137 84 
140 137 84 
142 139 88 
141 139 88 
141 139 88 
142 140 89 
142 142 90 
142 142 90 
140 143 90 
141 144 91 
142 145 92 
142 145 92 
142 145 92 
143 146 93 
143 146 93 
144 147 94 
144 147 94 
144 147 94 
146 148 98 
146 148 98 
145 149 98 
145 149 98 
146 150 99 
144 151 99 
144 151 99 
144 151 99 
145 154 99 
145 154 99 
145 154 99 
145 154 99 
145 154 99 
146 155 100
146 155 100
146 155 100
145 156 98 
145 156 98 
145 156 98 
145 156 98 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 101
146 157 97 
146 157 97 
146 157 97 
146 157 97 
146 157 97 
146 157 97 
146 157 97 
146 157 97 
147 158 100
147 158 100
147 158 100
147 158 100
147 158 100
147 158 100
147 158 100
147 158 100
148 159 103
148 159 103
147 158 102
147 158 102
147 158 102
147 158 102
148 159 103
148 159 103
148 157 100
148 157 100
148 157 100
148 157 100
147 156 99 
147 156 99 
147 156 99 
147 156 99 
147 155 96 
146 154 95 
144 152 93 
142 150 90 
140 148 88 
139 148 85 
139 148 85 
139 148 85 
139 145 83 
138 144 82 
136 142 80 
135 141 77 
134 140 76 
131 138 71 
127 134 67 
125 132 65 
120 131 62 
118 129 60 
114 125 56 
111 124 54 
110 123 53 
107 123 52 
106 122 51 
105 121 50 
105 118 46 
103 119 46 
103 119 46 
103 119 46 
102 120 46 
102 120 46 
100 121 46 
100 121 46 
105 122 51 
105 122 51 
105 122 51 
106 123 52 
106 123 52 
106 123 52 
106 123 52 
106 123 52 
107 122 53 
107 122 53 
107 123 52 
108 124 53 
108 124 53 
107 123 50 
107 123 50 
107 123 50 
106 124 50 
105 123 49 
103 121 47 
102 120 46 
101 119 45 
100 118 44 
99 117 43  
99 117 43  
100 118 44 
100 118 44 
100 118 44 
101 119 45 
102 120 46 
103 121 47 
103 121 47 
103 121 47 
104 122 48 
105 123 49 
105 123 49 
106 123 52 
108 125 54 
109 126 55 
109 126 56 
110 127 57 
111 128 57 
111 128 57 
112 129 58 
112 129 58 
112 129 58 
112 129 58 
113 130 59 
113 130 59 
113 130 59 
113 130 59 
113 130 59 
113 130 59 
113 130 59 
113 130 59 
113 130 59 
113 130 59 
113 131 57 
113 131 57 
112 130 56 
112 130 56 
112 130 56 
112 130 56 
111 129 55 
111 129 55 
112 129 58 
112 129 58 
112 129 58 
111 128 57 
110 127 56 
109 126 55 
108 125 54 
108 125 54 
110 123 53 
111 122 53 
110 121 52 
109 120 51 
109 119 50 
108 118 49 
109 116 48 
109 116 48 
111 114 45 
111 114 45 
111 113 47 
111 112 46 
111 111 47 
111 110 46 
111 110 46 
111 109 48 
113 104 47 
113 104 47 
113 102 46 
113 100 47 
112 99 46  
112 96 45  
111 93 43  
110 92 42  
109 91 41  
108 87 40  
106 85 38  
105 83 36  
106 82 38  
107 80 37  
107 78 38  
105 76 36  
107 75 36  
107 75 36  
106 74 35  
106 72 34  
105 71 33  
105 71 33  
106 71 33  
107 72 34  
106 72 35  
106 72 35  
106 72 35  
106 72 35  
106 72 35  
106 72 35  
106 72 35  
106 72 35  
106 72 35  
106 72 35  
106 72 35  
106 72 35  
106 72 35  
106 72 35  
106 72 35  
106 72 35  
105 73 35  
105 73 35  
105 73 35  
105 73 35  
105 73 35  
105 73 35  
105 73 35  
105 73 35  
104 72 34  
104 72 34  
104 72 34  
104 72 34  
104 72 34  
104 72 34  
104 72 34  
104 72 34  
104 72 34  
102 72 34  
103 73 35  
104 74 36  
104 76 37  
104 76 37  
103 78 38  
103 78 38  
106 78 39  
106 78 39  
104 79 39  
105 80 40  
104 81 40  
105 82 41  
105 82 41  
104 82 41  
106 83 41  
106 83 41  
107 84 42  
107 84 42  
108 85 43  
109 86 44  
110 87 45  
110 87 45  
107 88 45  
106 89 45  
106 89 45  
107 90 46  
105 91 46  
106 92 47  
105 92 47  
105 92 47  
106 95 49  
106 95 49  
106 96 47  
106 96 47  
107 97 48  
107 97 46  
107 97 46  
107 97 46  
107 100 48 
107 100 48 
107 100 48 
107 100 48 
107 100 48 
108 101 49 
108 101 49 
108 101 49 
105 102 47 
105 102 47 
105 102 47 
105 102 47 
105 102 47 
106 103 48 
106 103 48 
106 103 48 
107 105 48 
107 105 48 
107 105 48 
108 106 49 
109 107 50 
109 107 50 
109 107 50 
110 108 51 
108 108 48 
108 108 48 
108 108 48 
109 109 49 
109 109 49 
109 109 49 
109 109 49 
109 109 49 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
110 111 51 
111 112 52 
111 112 52 
111 112 52 
111 112 52 
109 114 50 
109 114 50 
109 114 50 
109 114 50 
109 114 50 
109 114 50 
109 114 50 
109 114 50 
110 114 53 
110 114 53 
110 115 51 
110 115 51 
110 115 49 
110 115 49 
110 115 48 
110 115 48 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
110 115 51 
113 115 52 
113 115 52 
113 115 52 
113 115 52 
113 115 52 
113 115 52 
113 115 52 
113 115 52 
114 116 51 
114 116 51 
114 116 51 
114 116 51 
114 116 51 
115 117 52 
115 117 52 
115 117 52 
117 116 52 
117 116 52 
117 116 52 
118 117 53 
118 117 53 
118 117 53 
118 117 53 
118 117 53 
121 117 54 
121 117 54 
121 117 54 
123 117 55 
123 117 55 
125 117 55 
125 117 55 
125 117 55 
125 117 55 
125 117 55 
126 116 55 
126 116 55 
127 115 55 
127 115 55 
129 114 55 
129 114 55 
130 115 58 
129 114 57 
129 114 57 
130 113 57 
130 113 57 
133 114 58 
134 115 59 
134 115 59 
134 115 59 
134 115 59 
134 115 59 
136 115 60 
136 115 60 
137 114 60 
137 114 60 
137 114 60 
137 116 63 
138 115 63 
138 115 63 
138 115 63 
141 115 64 
141 115 64 
142 114 64 
142 114 64 
146 116 66 
146 116 66 
146 116 66 
146 116 66 
146 116 66 
147 117 67 
147 117 67 
147 117 67 
149 115 69 
149 115 69 
149 115 69 
151 114 69 
151 114 69 
153 115 70 
153 115 70 
153 115 70 
153 114 71 
153 114 71 
153 114 71 
154 115 72 
154 115 72 
154 115 72 
154 115 72 
154 115 72 
157 115 73 
158 116 74 
158 116 74 
158 116 74 
159 117 75 
160 118 76 
160 118 76 
160 118 76 
163 120 78 
163 120 78 
163 120 78 
163 120 78 
164 121 79 
164 121 79 
164 121 79 
164 121 79 
165 122 80 
165 122 80 
166 123 81 
166 123 81 
167 124 82 
167 124 82 
168 125 83 
168 125 83 
167 123 84 
167 123 84 
168 124 85 
168 124 85 
168 124 85 
168 124 85 
169 125 86 
169 125 86 
168 124 85 
168 124 85 
168 124 85 
168 124 85 
168 124 85 
168 124 85 
168 124 85 
168 124 85 
168 124 87 
168 124 87 
167 123 86 
167 123 86 
167 123 86 
167 123 86 
166 122 85 
166 122 85 
165 121 84 
165 121 84 
165 121 84 
164 120 83 
164 120 83 
163 119 82 
163 119 82 
163 119 82 
162 118 81 
162 118 81 
162 118 81 
161 117 80 
161 117 80 
160 116 79 
160 116 79 
160 116 79 
159 115 80 
158 114 79 
158 114 79 
157 113 78 
156 112 77 
155 111 76 
155 111 76 
154 110 75 
153 109 74 
153 109 74 
152 108 73 
152 108 73 
151 107 72 
151 107 72 
150 106 71 
150 106 71 
149 105 70 
149 105 70 
149 105 70 
148 104 69 
147 103 68 
147 103 68 
147 103 68 
146 102 67 
146 102 65 
145 101 64 
144 100 63 
144 100 63 
144 100 63 
144 100 63 
143 99 62  
142 98 61  
143 97 61  
142 98 61  
142 98 61  
141 97 60  
139 97 59  
139 97 59  
137 98 59  
136 97 58  
135 96 57  
135 96 57  
134 95 56  
134 95 56  
133 94 55  
132 93 54  
131 92 53  
131 92 53  
127 92 54  
127 92 54  
127 92 54  
126 91 53  
125 90 52  
125 90 52  
125 90 52  
124 89 51  
124 89 51  
123 88 50  
123 88 50  
123 88 50  
122 87 49  
121 86 48  
121 86 48  
121 86 48  
120 86 49  
120 86 49  
120 86 49  
120 86 49  
120 86 49  
119 85 48  
119 85 48  
119 85 48  
119 85 48  
119 85 48  
119 85 48  
119 85 48  
118 84 47  
118 84 47  
118 84 47  
118 84 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
117 85 47  
139 123 74 
140 124 75 
139 125 76 
141 127 78 
141 129 79 
141 129 79 
141 131 80 
141 131 80 
141 134 82 
141 134 82 
141 134 82 
141 135 83 
142 136 84 
140 137 84 
141 138 85 
141 138 85 
143 140 89 
142 140 89 
142 140 89 
143 141 90 
142 142 90 
143 143 91 
141 144 91 
141 144 91 
142 145 92 
142 145 92 
143 146 93 
143 146 93 
144 147 94 
144 147 94 
145 148 95 
145 148 95 
146 148 98 
146 148 98 
145 149 98 
146 150 99 
146 150 99 
144 151 99 
144 151 99 
145 152 100
145 154 99 
145 154 99 
145 154 99 
145 154 99 
145 154 99 
146 155 100
146 155 100
146 155 100
144 155 97 
145 156 98 
145 156 98 
145 156 98 
145 156 98 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 99 
146 157 97 
146 157 97 
146 157 97 
146 157 97 
146 157 97 
146 157 97 
146 157 97 
146 157 97 
147 158 100
147 158 100
147 158 100
147 158 100
147 158 100
147 158 100
147 158 100
147 158 100
148 159 103
148 159 103
147 158 102
147 158 102
147 158 102
147 158 102
148 159 103
148 159 103
148 157 100
148 157 100
